FAC_NO,FAC_NAME,ADDRESS,CITY,COUNTY,ZIP_CODE,PHONE,OWNER,CEO,TYPE_HOSP,TYPE_CNTRL,TYPE_CARE,HSA_NAME,DSH_HOSP
106342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,Sacramento,95823,510-987-3380,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,Kaiser,Non-Profit,General,02 - GOLDEN EMPIRE,Non-DSH
106344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER - PHF,2150 STOCKTON BLVD,SACRAMENTO,Sacramento,95817,916-875-1000,COUNTY OF SACRAMENTO,ANANTHA PANYALA,PHF,City/County,Psychiatric,02 - GOLDEN EMPIRE,Non-DSH
106344017,SUTTER CENTER FOR PSYCHIATRY,7700 FOLSOM BLVD,SACRAMENTO,Sacramento,95826,916-386-3000,SUTTER HEALTH,RICHARD PALMISANO,Comparable,Non-Profit,Psychiatric,02 - GOLDEN EMPIRE,Non-DSH
106344029,MERCY HOSPITAL - FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,Sacramento,95630,916-938-7400,COMMONSPIRIT HEALTH,LISA HAUSMANN,Comparable,Non-Profit,General,02 - GOLDEN EMPIRE,Non-DSH
106344035,VIBRA HOSPITAL OF SACRAMENTO,330 MONTROSE DRIVE,FOLSOM,Sacramento,95630,916-351-9151,VIBRA HEALTHCARE,JILL MCWILLIAMS,Comparable,Investor,Specialty,02 - GOLDEN EMPIRE,Non-DSH
106344114,SHRINERS HOSPITAL FOR CHILDREN - NORTHERN CALIFORNIA,2425 STOCKTON BLVD,SACRAMENTO,Sacramento,95817,916-453-2000,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,KENNY PAWLEK,Other Non-Comparable,Non-Profit,Children,02 - GOLDEN EMPIRE,Non-DSH
106344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - CARMICHAEL,4741 ENGLE ROAD,CARMICHAEL,Sacramento,95608,916-977-0949,"CRESTWOOD BEHAVIORAL HEALTH, INC.",SHAWNA VALVERDE,PHF,Investor,Psychiatric,02 - GOLDEN EMPIRE,Non-DSH
106344188,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SACRAMENTO,"2600 STOCKTON BLVD, STE B",SACRAMENTO,Sacramento,95817,916-520-2785,"CRESTWOOD BEHAVIORAL HEALTH, INC.",ADRAIN SMITH,PHF,Investor,Psychiatric,02 - GOLDEN EMPIRE,Non-DSH
106344210,"SACRAMENTO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",1400 EXPO PARKWAY,SACRAMENTO,Sacramento,95815,877-978-4848,SIGNATURE HEALTH CARE,JOHN BEALL,Comparable,Investor,Psychiatric,02 - GOLDEN EMPIRE,Non-DSH
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,San Benito,95023,831-637-5711,SAN BENITO HEALTH CARE DISTRICT,MARY CASILLAS,Comparable,District,General,08 - MID-COAST,DSH
106361110,BEAR VALLEY COMMUNITY HOSPITAL,"41870 GARSTIN, PO BOX 1649",BIG BEAR,San Bernardino,92315,909-866-6501,BEAR VALLEY COMMUNITY HOSPITAL,EVAN RAYNER,Comparable,District,General,12 - INLAND COUNTIES,DSH
106361144,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVENUE,CHINO,San Bernardino,91710,909-464-8600,VERITAS HEALTH SERVICES INCORPORATED,TIMOTHY MORAN,Comparable,Investor,General,12 - INLAND COUNTIES,DSH
106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,500 SAN BERNARDINO STREET,MONTCLAIR,San Bernardino,91763,909-625-5411,"PRIME HEALTHCARE SERVICES FOUNDATION, INC.",GAIL AVIADO,Comparable,Non-Profit,General,12 - INLAND COUNTIES,DSH
106361223,KAISER FOUNDATION HOSPITAL - FONTANA,9961 SIERRA AVENUE,FONTANA,San Bernardino,92335,909-427-5015,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,Kaiser,Non-Profit,General,12 - INLAND COUNTIES,Non-DSH
106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,San Bernardino,92354,909-558-4000,LOMA LINDA UNIVERSITY HEALTH,TREVOR WRIGHT,Comparable,Non-Profit,General,12 - INLAND COUNTIES,DSH
106361266,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,LAKE ARROWHEAD,San Bernardino,92352,909-336-3651,SAN BERNARDINO MOUNTAINS COMMUNITY HOSPITAL DISTRICT,MARK TURNER,Comparable,District,General,12 - INLAND COUNTIES,DSH
106361308,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,San Bernardino,92373,909-335-5500,REDLANDS COMMUNITY HOSPITAL,JAMES HOLMES,Comparable,Non-Profit,General,12 - INLAND COUNTIES,Non-DSH
106361318,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,San Bernardino,91786-4920,909-985-2811,SAN ANTONIO REGIONAL HOSPITAL,JOHN CHAPMAN,Comparable,Non-Profit,General,12 - INLAND COUNTIES,Non-DSH
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,San Bernardino,92411,909-887-6333,DIGNITY HEALTH,JUNE COLLISON,Comparable,Non-Profit,General,12 - INLAND COUNTIES,DSH
106361339,ST. BERNARDINE MEDICAL CENTER,2101 N. WATERMAN AVE.,SAN BERNARDINO,San Bernardino,92404,909-883-8711,DIGNITY HEALTH,DOUGLAS KLEAM,Comparable,Non-Profit,General,12 - INLAND COUNTIES,DSH
106361343,PROVDENCE ST. MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,San Bernardino,92307,760-242-2311,ST. JOSEPH HEALTH SYSTEM,RANDALL CASTILLO,Comparable,Non-Profit,General,12 - INLAND COUNTIES,DSH
106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 ELEVENTH STREET,VICTORVILLE,San Bernardino,92395,760-245-8691,KALI P. CHADHURI,PETER BARONOFF,Comparable,Investor,General,12 - INLAND COUNTIES,DSH
106361458,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVENUE,NEEDLES,San Bernardino,92363,760-326-7267,"COMMUNITY HEALTH PARTNER, INC.",BING LUM,Comparable,Non-Profit,General,12 - INLAND COUNTIES,DSH
106362041,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER RD,JOSHUA TREE,San Bernardino,92252,760-366-6262,TENET HEALTHCARE CORP,KAREN FAULIS,Comparable,Investor,General,12 - INLAND COUNTIES,DSH
106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,1710 BARTON ROAD,REDLANDS,San Bernardino,92373,909-558-9200,LOMA LINDA UNIVERSITY HEALTH,TREVOR WRIGHT,Comparable,Non-Profit,Psychiatric,12 - INLAND COUNTIES,DSH
106364050,CANYON RIDGE HOSPITAL,5353 G STREET,CHICO,San Bernardino,91710,909-590-3700,"UNIVERSAL HEALTH SERVICES, INC.",STEPHANIE BERNIER,Comparable,Investor,Psychiatric,12 - INLAND COUNTIES,Non-DSH
106364121,BALLARD REHABILITATION HOSPITAL,1760 W. 16TH ST,SAN BERNARDINO,San Bernardino,92411,619-260-8300,VIBRA HEALTHCARE,MARY HUNT,Comparable,Investor,General,12 - INLAND COUNTIES,Non-DSH
106364144,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY ROAD,VICTORVILLE,San Bernardino,92395,760-241-8000,DR. PREM N. REDDY,DANA ROESLER,Comparable,Investor,General,12 - INLAND COUNTIES,DSH
106364188,KINDRED HOSPITAL - RANCHO,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,San Bernardino,91730,909-581-6400,KINDRED HEALTHCARE,JULIE MYERS,Comparable,Investor,General,12 - INLAND COUNTIES,Non-DSH
106364231,ARROWHEAD REGIONAL MEDICAL CENTER,400 N PEPPER AVE,COLTON,San Bernardino,92324,909-580-1000,COUNTY OF SAN BERNARDINO,WILLIAM GILBERT,Comparable,City/County,General,12 - INLAND COUNTIES,DSH
106364430,BARSTOW COMMUNITY HOSPITAL,820 EAST MOUNTAIN VIEW STREET,BARSTOW,San Bernardino,92311,760-256-1761,QUORUM HEALTH CORPORATION,ADAM LORIS,Comparable,Investor,General,12 - INLAND COUNTIES,DSH
106364451,TOTALLY KIDS REHABILITATION HOSPITAL,1720 MOUNTAIN VIEW AVENUE,LOMA LINDA,San Bernardino,92354,909-796-6915,DOUG PADGETT,DOUG PADGETT,Comparable,Investor,Children,12 - INLAND COUNTIES,Non-DSH
106370028,KAISER FOUNDATION HOSPITAL - SAN MARCOS,360 RUSH DRIVE,SAN MARCOS,San Diego,92078,442-385-7716,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,Comparable,Non-Profit,General,14 - SAN DIEGO / IMPERIAL,Non-DSH
106370033,"CASA PALMERA CARE CENTER, LLC",14750 EL CAMINO REAL,DEL MAR,San Diego,92014,858-481-4411,"BEHAVIORAL HEALTH HOLDINGS II, INC.",JOHN PELOQUIN,Comparable,Investor,Specialty,#N/A,#N/A
106370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,San Diego,92123,858-576-1700,RADY CHILDRENS HOSPITAL - SAN DIEGO,"PATRICIO A. FRIAS, M.D.",Comparable,Non-Profit,Children,14 - SAN DIEGO / IMPERIAL,DSH
106370721,KINDRED HOSPITAL - SAN DIEGO,1940 EL CAHON BLVD,SAN DIEGO,San Diego,92104,619-453-4500,KINDRED HEALTHCARE,MARC LEMON,Comparable,Investor,General,14 - SAN DIEGO / IMPERIAL,Non-DSH
106370730,KAISER FOUNDATION HOSPITAL - SAN DIEGO,4647 ZION AVENUE,SAN DIEGO,San Diego,92120,619-528-3173,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,Kaiser,Non-Profit,General,14 - SAN DIEGO / IMPERIAL,Non-DSH
106370745,SHARP MESA VISTA HOSPITAL,7850 VISTA HILL AVENUE,SAN DIEGO,San Diego,92123,858-694-8345,SHARP HEALTHCARE,TRISHA KHALEGHI,Comparable,Non-Profit,Psychiatric,14 - SAN DIEGO / IMPERIAL,Non-DSH
106370749,ALVARADO PARKWAY INSTITUTE BHS,7050 PARKWAY DRIVE,LA MESA,San Diego,92042,619-465-4411,"BH-SD OPCO, LLC",MAUREEN WOMACK,Comparable,Investor,Psychiatric,14 - SAN DIEGO / IMPERIAL,Non-DSH
106370759,PARADISE VALLEY HOSPITAL,2400 EAST 4TH STREET,NATIONAL CITY,San Diego,91950,619-470-4280,"PRIME HEALTHCARE SERVICES, INC.",NEERAV JADEJA,Comparable,Investor,General,14 - SAN DIEGO / IMPERIAL,DSH
106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,9888 GENESSE AVE,LA JOLLA,San Diego,92037,858-626-4123,SCRIPPS HEALTH - LA JOLLA,CARL ETTER,Comparable,Non-Profit,General,14 - SAN DIEGO / IMPERIAL,Non-DSH
106370780,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,San Diego,92056,706-724-8411,TRI-CITY HOSPITAL DISTRICT,STEVE DIETLIN,Comparable,District,General,14 - SAN DIEGO / IMPERIAL,Non-DSH
106370782,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 W. ARBOR DRIVE,SAN DIEGO,San Diego,92103-9981,619-543-6222,REGENTS OF THE UNIVERSITY OF CALIFORNIA,PATTY MAYSENT,Comparable,Non-Profit,General,14 - SAN DIEGO / IMPERIAL,DSH
106370977,PALOMAR MEDICAL CENTER POWAY,15615 POMERADO ROAD,POWAY,San Diego,92064,760-485-6511,PALOMAR HEALTH,DIANE L. HANSEN,Comparable,District,General,14 - SAN DIEGO / IMPERIAL,Non-DSH
106371256,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,San Diego,92037-9985,858-455-9100,SCRIPPS HEALTH,CARL ETTER,Comparable,Non-Profit,Specialty,14 - SAN DIEGO / IMPERIAL,Non-DSH
106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,San Diego,92024,760-633-6501,SCRIPPS HEALTH,CARL ETTER,Comparable,Non-Profit,General,14 - SAN DIEGO / IMPERIAL,Non-DSH
106374024,AURORA SAN DIEGO,11878 AVENUE OF INDUSTRY,SAN DIEGO,San Diego,92128,858-487-3200,SIGNATURE HEALTHCARE SERVICES,ALAIN AZCONA,Comparable,Investor,Psychiatric,14 - SAN DIEGO / IMPERIAL,Non-DSH
106374049,SHARP MCDONALD CENTER,7989 LINDA VISTA ROAD,SAN DIEGO,San Diego,92123-1489,619-576-1200,SHARP HEALTHCARE,TRISHA KHALEGHI,Comparable,Non-Profit,Specialty,14 - SAN DIEGO / IMPERIAL,Non-DSH
106374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,3853 ROSECRANS STREET,SAN DIEGO,San Diego,92110,619-692-8200,COUNTY OF SAN DIEGO,ANGELA WARNEKE,LTC Emphasis,City/County,Psychiatric,14 - SAN DIEGO / IMPERIAL,Non-DSH
106374094,SELECT SPECIALTY HOSPITAL - SAN DIEGO,555 WASHINGTON STREET,SAN DIEGO,San Diego,92103,619-260-8300,SELECT MEDICAL CORPORATION,TOMMY LE,Comparable,Investor,Specialty,14 - SAN DIEGO / IMPERIAL,Non-DSH
106374572,PALOMAR REHABILITATION INSTITUTE,2181 CITRICADO PKWY,ESCONDIDO,San Diego,92029,442-277-6100,LIFEPOINT HEALTH,JENNIFER WHITNEY,Comparable,Investor,Specialty,14 - SAN DIEGO / IMPERIAL,Non-DSH
106380842,JEWISH HOME,302 SILVER AVENUE,SAN FRANCISCO,San Francisco,94112,415-469-2200,HEBREW HOME FOR THE AGED,MARY CONNICK,LTC Emphasis,Non-Profit,Psychiatric,04 - WEST BAY,Non-DSH
106380857,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BOULEVARD,SAN FRANCISCO,San Francisco,94115,510-987-3380,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,Kaiser,Non-Profit,General,04 - WEST BAY,Non-DSH
106380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO,San Francisco,94116,415-759-3371,CITY AND COUNTY OF SAN FRANCISCO,LILY CONOVER,LTC Emphasis,City/County,General,04 - WEST BAY,Non-DSH
106380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,"401 PARNASSUS AVE, BOX 0984",SAN FRANCISCO,San Francisco,94143,415-476-7000,REGENTS OF THE UNIVERSITY OF CALIFORNIA,MATTHEW STATE,Comparable,Non-Profit,Psychiatric,04 - WEST BAY,Non-DSH
106380939,ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,1001 POTRERO AVE,SAN FRANCISCO,San Francisco,94110,415-206-8100,CITY AND COUNTY OF SAN FRANCISCO,"SUSAN P. ERLICH, MD",Comparable,City/County,General,04 - WEST BAY,DSH
106380960,ST. FRANCIS MEMORIAL HOSPITAL,900 HYDE STREET,SAN FRANCISCO,San Francisco,94109,415-353-6000,DIGNITY HEALTH,DARYN KUMAR,Comparable,Non-Profit,General,04 - WEST BAY,Non-DSH
106380965,ST. MARY'S MEDICAL CENTER - SAN FRANCISCO,450 STANYAN STREET,SAN FRANCISCO,San Francisco,94117,415-668-1000,COMMONSPIRIT HEALTH,DARYN KUMAR,Comparable,Non-Profit,General,04 - WEST BAY,Non-DSH
106381154,UCSF MEDICAL CENTER,505 PARNASSUS AVENUE,SAN FRANCISCO,San Francisco,94143,415-476-3001,REGENTS OF THE UNIVERSITY OF CALIFORNIA,SURESH GUNASEKARAN,Comparable,Non-Profit,General,04 - WEST BAY,DSH
106382715,CHINESE HOSPITAL,845 JACKSON STREET,SAN FRANCISCO,San Francisco,94133,415-982-2400,CHINESE HOSPITAL ASSOCIATION,JIAN ZHANG,Comparable,Non-Profit,General,04 - WEST BAY,Non-DSH
106384176,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,1101 VAN NESS AVE,SAN FRANCISCO,San Francisco,94109,415-600-6000,SUTTER WEST BAY HOSPITALS,HAMILA KOWNACKI,Comparable,Non-Profit,General,04 - WEST BAY,Non-DSH
106384202,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,San Francisco,94110,415-600-8600,SUTTER WEST BAY HOSPITALS,HAMILA KOWNACKI,Comparable,Non-Profit,General,04 - WEST BAY,Non-DSH
106390923,ADVENTIST HEALTH LODI MEMORIAL,975 SOUTH FAIRMONT AVENUE,LODI,San Joaquin,95240,209-334-3411,"LODI MEMORIAL HOSPITAL ASSOCIATION, INC.",BROOKE MCCOLLOUGH,Comparable,Non-Profit,General,06 - NORTH SAN JOAQUIN,Non-DSH
106391010,SAN JOAQUIN GENERAL HOSPITAL,500 WEST HOSPITAL ROAD,FRENCH CAMP,San Joaquin,95231,209-468-6000,COUNTY OF SAN JOAQUIN,RICHARD CASTRO,Comparable,City/County,General,06 - NORTH SAN JOAQUIN,DSH
106391056,SUTTER TRACY COMMUNITY HOSPITAL,1420 N TRACY BLVD,TRACY,San Joaquin,95376,209-835-1500,SUTTER CENTRAL VALLEY HOSPITALS,SCOTT KNIGHT,Comparable,Non-Profit,General,06 - NORTH SAN JOAQUIN,Non-DSH
106392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,2510 NORTH CALIFORNIA STREET,STOCKTON,San Joaquin,95204,209-461-2000,"PORT CITY OPERATING COMPANY, LLC",PAUL RAINS,Comparable,Non-Profit,Psychiatric,06 - NORTH SAN JOAQUIN,Non-DSH
106394003,SAN JOAQUIN - PHF,1212 N. CALIFORNIA STREET,STOCKTON,San Joaquin,95202,209-468-8750,COUNTY OF SAN JOAQUIN,TONY VARTAN,PHF,City/County,Psychiatric,06 - NORTH SAN JOAQUIN,Non-DSH
106394009,KAISER FOUNDATION HOSPITAL - MANTECA,1777 W. YOSEMITE AVENUE,MANTECA,San Joaquin,95336,209-825-3500,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,Kaiser,Non-Profit,General,06 - NORTH SAN JOAQUIN,Non-DSH
106394128,STOCKTON REGIONAL REHABILITATION HOSPITAL,607 E MAGNOLIA ST,STOCKTON,San Joaquin,95202-1846,209-687-5490,"ERNEST HEALTH HOLDINGS, LLC",RICHARD TROGMAN,Comparable,Investor,Specialty,06 - NORTH SAN JOAQUIN,Non-DSH
106400480,FRENCH HOSPITAL MEDICAL CENTER - SAN LUIS OBISPO,1911 JOHNSON AVENUE,SAN LUIS OBISPO,San Luis Obispo,93401,805-542-6300,DIGNITY HEALTH,ALAN IFTINIUK,Comparable,Non-Profit,General,08 - MID-COAST,Non-DSH
106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY AVENUE,SAN LUIS OBISPO,San Luis Obispo,93405,805-546-7600,TENET HEALTHCARE CORP,MARK LISA,Comparable,Investor,General,08 - MID-COAST,Non-DSH
106400683,ATASCADERO STATE HOSPITAL,10333 EL CAMINO REAL,ATASCADERO,San Luis Obispo,93422,805-468-2000,STATE OF CALIFORNIA,JASON BLACK,State,State,Specialty,08 - MID-COAST,Non-DSH
106410782,SAN MATEO MEDICAL CENTER,222 W. 39TH AVENUE,SAN MATEO,San Mateo,94403,650-573-2711,COUNTY OF SAN MATEO,"CHESTER KUNNAPPILLY, MD",Comparable,City/County,General,04 - WEST BAY,DSH
106410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,San Mateo,94080,510-987-3380,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,Kaiser,Non-Profit,General,04 - WEST BAY,Non-DSH
106410817,AHMC SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,San Mateo,94015,650-992-4000,"AHMC HEALTHCARE, INC.",SARKIS VARTANIAN,Comparable,Investor,General,04 - WEST BAY,DSH
106410852,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,San Mateo,94010,650-696-5400,SUTTER BAY HOSPITALS,JANET A. WAGNER,Comparable,Non-Profit,General,04 - WEST BAY,Non-DSH
106410891,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,San Mateo,94062-2799,650-369-5811,DIGNITY HEALTH,BILL GRAHAM,Comparable,Non-Profit,General,04 - WEST BAY,Non-DSH
106414139,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1150 VETERANS BOULEVARD,REDWOOD CITY,San Mateo,94063,510-987-3380,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,Kaiser,Non-Profit,General,04 - WEST BAY,Non-DSH
106420483,GOLETA VALLEY COTTAGE HOSPITAL,351 S. PATTERSON AVENUE,SANTA BARBARA,Santa Barbara,93111,805-967-3411,GOLETA VALLEY COTTAGE HOSPITAL,RONALD C. WERFT,Comparable,Non-Profit,General,10 - SANTA BARBARA / VENTURA,Non-DSH
106420491,LOMPOC VALLEY MEDICAL CENTER,1515 E. OCEAN AVENUE,LOMPOC,Santa Barbara,93436,805-737-3300,LOMPOC VALLEY MEDICAL CENTER,STEPHEN POPKIN,Comparable,District,General,10 - SANTA BARBARA / VENTURA,Non-DSH
106420493,MARIAN MEDICAL CENTER,1400 EAST CHURCH STREET,SANTA MARIA,Santa Barbara,93454-5906,805-739-3000,DIGNITY HEALTH,SUE ANDERSEN,Comparable,Non-Profit,General,10 - SANTA BARBARA / VENTURA,Non-DSH
106420514,SANTA BARBARA COTTAGE HOSPITAL,400 W. PUEBLO,SANTA BARBARA,Santa Barbara,93105,805-682-7111,SANTA BARBARA COTTAGE HOSPITAL,RONALD C. WERFT,Comparable,Non-Profit,General,10 - SANTA BARBARA / VENTURA,Non-DSH
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG ROAD,SOLVANG,Santa Barbara,93463,805-688-6431,SANTA YNEZ VALLEY COTTAGE HOSPITAL,RONALD C. WERFT,Comparable,Non-Profit,General,10 - SANTA BARBARA / VENTURA,Non-DSH
106430763,EL CAMINO HEALTH,2500 GRANT ROAD,MOUNTAIN VIEW,Santa Clara,94040,650-940-7300,EL CAMINO HOSPITAL DISTRICT,DAN WOODS,Comparable,Non-Profit,General,07 - SANTA CLARA,Non-DSH
106430883,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,Santa Clara,95128,408-885-5000,COUNTY OF SANTA CLARA,PAUL LORENZ,Comparable,City/County,General,07 - SANTA CLARA,DSH
106430905,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,Santa Clara,94305,650-723-4000,STANFORD HEALTH CARE,DAVID ENTWISTLE,Comparable,Non-Profit,General,07 - SANTA CLARA,Non-DSH
106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,Santa Clara,95119,510-987-3380,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,Kaiser,Non-Profit,General,07 - SANTA CLARA,Non-DSH
106434032,SAN JOSE BEHAVIORAL HEALTH,455 SILICON VALLEY BOULEVARD,SAN JOSE,Santa Clara,95138,669-900-1731,"SJBH, LLC",STEVE VANDERPOEL,Comparable,Investor,Psychiatric,07 - SANTA CLARA,Non-DSH
106434040,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,725 WELCH ROAD,PALO ALTO,Santa Clara,94304,650-497-8000,LUCILE SALTER PACKARD CHILDRENS HOSPITAL AT STANFORD,PAUL A. KING,Comparable,Non-Profit,Children,07 - SANTA CLARA,Non-DSH
106434051,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CA - PEDIATRIC HOSPITAL,3777 S BASCOM AVENUE,CAMPBELL,Santa Clara,95008,408-558-3640,K.MCGUIRE & D. NICCUM,KENNETH MCGUIRE,Comparable,Investor,General,07 - SANTA CLARA,Non-DSH
106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,Santa Clara,95051,510-987-3380,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,Kaiser,Non-Profit,General,07 - SANTA CLARA,Non-DSH
106434218,KAISER PERMANENTE PHF - SANTA CLARA,3840 HOMESTEAD ROAD,SANTA CLARA,Santa Clara,95051,408-851-1000,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,PHF,Non-Profit,Psychiatric,07 - SANTA CLARA,Non-DSH
106440755,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,Santa Cruz,95065,831-462-7700,DIGNITY HEALTH,"NANETTE MICKIEWICZ, MD",Comparable,Non-Profit,General,08 - MID-COAST,Non-DSH
106444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVENUE,SANTA CRUZ,Santa Cruz,95065,831-477-2200,SUTTER HEALTH,STEPHEN GRAY,Comparable,Non-Profit,General,08 - MID-COAST,Non-DSH
106444029,TELECARE SANTA CRUZ - PHF,"2250 SOQUEL AVE, SUITE 150",SANTA CRUZ,Santa Cruz,95062,831-600-2801,TELECARE CORPORATION,KAREN RICHARDS,PHF,Investor,Psychiatric,08 - MID-COAST,DSH
106450940,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE STREET,REDDING,Shasta,96001,530-244-5400,"PRIME HEALTHCARE SERVICES, INC.",CASEY FATCH,Comparable,Investor,General,01 - NORTHERN CALIFORNIA,Non-DSH
106450949,MERCY MEDICAL CENTER - REDDING,2175 ROSALINE AVE,REDDING,Shasta,96001,530-225-6000,COMMONSPIRIT HEALTH,TODD SMITH,Comparable,Non-Profit,General,01 - NORTHERN CALIFORNIA,Non-DSH
106454068,RESTPADD PSYCHIATRIC HEALTH FACILITY,2750 EUREKA WAY,REDDING,Shasta,96001,530-262-6700,O NWANGBURUKA,O NWANGBURUKA,PHF,Investor,Psychiatric,01 - NORTHERN CALIFORNIA,Non-DSH
106470871,MERCY MEDICAL CENTER - MT. SHASTA,914 PINE STREET,MT. SHASTA,Siskiyou,96067,530-926-6111,COMMONSPIRIT HEALTH,RODGER PAGE,Comparable,Non-Profit,General,01 - NORTHERN CALIFORNIA,DSH
106474007,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,Siskiyou,96097,530-842-4121,FAIRCHILD MEDICAL CENTER,JONATHON ANDRUS,Comparable,Non-Profit,General,01 - NORTHERN CALIFORNIA,Non-DSH
106480989,KAISER FOUNDATION HOSPITAL REHABILITATION CENTER - VALLEJO,975 SERENO DRIVE,VALLEJO,Solano,94589,510-987-3380,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,Kaiser,Non-Profit,General,03 - NORTH BAY,Non-DSH
106481015,ADVENTIST HEALTH VALLEJO,525 OREGON STREET,VALLEJO,Solano,94590,707-648-2200,ST HELENA HOSPITAL,"STEVE HERBER, M.D.",Comparable,Non-Profit,Psychiatric,03 - NORTH BAY,Non-DSH
106481094,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DRIVE,VALLEJO,Solano,94589,707-554-4444,SUTTER HEALTH,KELLY JAEGAR-JACKSON,Comparable,Non-Profit,General,03 - NORTH BAY,DSH
