FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON,
106400548,TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL,01/01/2020,12/31/2020,366,Audited,Excl. Ind. Audit Adj.,San Luis Obispo,8,801,Investor,General,Comparable,Rural,805-434-3500,1100 LAS TABLAS ROAD,TEMPLETON,93465,MARK LISA,CEO,WWW.TWINCITIESHOSPITAL.COM,TENET HEALTHCARE CORPORATION,MARIBEL SOLLER,TENET HEALTHSYSTEM MEDICAL INC.,,05-0633,HSC30633F,,122,102,53,"6,789","1,173",980,"2,814",47,343,"3,039",89,37,"15,311","1,581",299,244,721,12,69,835,33,14,"3,808",122,0,0,0,0,0,"15,311",0,0,0,0,0,"3,808",0,0,0,0,0,34.3,41,4,4,4,"1,112",554,"9,257","2,097","1,313","10,424",21,"1,443","11,691",104,"1,597","37,947","25,967","3,132",0,"9,692",0,5,"108,285","155,175",934,"1,436",393,154,"818,570,491","708,908,064",0,"109,662,427","4,747,111","104,039,505","10,370,033","162,833","2,657",0,0,"10,530,209","131,644,071","161,106,925","525,819,495","184,622,439","36,738,637","28,280,919","77,602,725","1,210,556","10,146,949","92,482,212","2,548,492","1,078,179","434,711,108","104,101,111","30,028,617","12,167,116","90,601,658","264,052","13,312,579","117,978,290","1,871,924","13,534,036","383,859,383","262,963,998","61,242,196","33,898,851","150,518,218",0,"1,362,688","22,145,356","156,108,422","6,031,111",0,"4,595,444","-10,733","10,052,513",0,0,0,0,"25,759,552","5,525,058","6,374,156","17,686,165","122,653","1,212,619","52,732,733",0,"249,491",0,0,0,0,0,0,"17,789,542","14,273,741","32,366,855",0,0,0,0,"15,731,786","7,808,146","11,660,475","4,408,960","37,185,398","17,392,164","5,834,198","3,815,039","11,374,735","17,538,310","4,890,665","931,394","1,608,037","37,430","3,432,135","37,805,267",0,"59,384,425","4,356,623","126,526,938","9,370,337","237,443,590","23,728,597","25,094","879,141","212,810,758","237,443,590",305,"53,022,862","-34,278,050","97,299,344","25,333,673","125,242,319","65,857,894",0,"1,531,387",0,"1,531,387","652,246","125,565,908",0,388,184,"708,435","127,321","835,756",246,0,"60,222","137,963","283,282",0,"70,910","114,888","7,676","5,019","28,475",0,"208,975","101,259","234,975",0,"61,976","38,567","62,683",0,"250,726","118,862","274,683",0,"71,987","45,534","73,964",0,
106330120,THE BETTY FORD CENTER,01/01/2020,12/31/2020,366,Audited,Excl. Ind. Audit Adj.,Riverside,12,1105,Non-Profit,Specialty,Comparable,,763-773-4100,39000 BOB HOPE DRIVE,RANCHO MIRAGE,92270-3221,CHRISTOPHER YADRON,ADMINISTRATOR,WWW.HAZELDENBETTYFORD.ORG,HAZELDEN BETTY FORD FOUNDATION,JOYCE OKARA,HAZELDEN BETTY FORD FOUNDATION,,,,,100,100,68,0,0,0,0,0,"19,860",0,0,"1,670","21,530",0,0,0,0,0,"1,322",0,0,85,"1,407",0,0,100,0,0,0,0,0,"21,530",0,0,0,0,0,"1,407",0,0,0,58.8,58.8,15.3,15.3,0,0,0,0,0,0,0,0,"13,145",0,0,985,"14,130",0,0,0,0,0,0,0,0,0,0,0,0,"40,708,864","17,504,282",0,"23,204,582","1,644,726","30,343,731","-5,494,423",0,"4,797",0,0,"-5,499,220","33,841,063","6,867,801",0,0,0,0,0,0,"29,074,134",0,0,"4,766,929","33,841,063",0,0,0,0,0,"6,467,394",0,0,"400,407","6,867,801",0,0,0,0,0,0,"14,078,542",0,"1,339,945",0,"1,615,003",0,"470,792",0,0,0,0,0,0,0,0,0,"21,462,986",0,0,"1,741,596",0,0,0,0,0,0,"4,634,306","5,782,970",0,0,0,0,0,"6,698,106","2,764,706","8,118,556","2,345,087","8,183,944","2,266,951",0,"2,133,258","965,884","1,503,034","1,966,477","32,181","310,202","38,610","12,943,190","4,799,884",0,"25,954,740","1,538,555","222,533","29,261","32,544,973","44,711,954",0,"393,750","-12,560,731","32,544,973",0,"5,119,218","-321,593","41,371,919","17,049,841","67,337,952","41,383,212","918,750",0,0,"918,750","525,000",0,"40,879,587",154,27,"294,727","31,786","326,513",0,0,"39,211","114,015","35,266","21,302",0,"23,564","38,049","17,692",0,"5,628","111,721","117,705",0,0,"41,886",0,"23,415",0,"121,529","125,854",0,0,"53,584",0,"25,546",0,
106191225,TOM REDGATE MEMORIAL RECOVERY CENTER,07/01/2019,06/30/2020,366,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,933,Non-Profit,Specialty,Comparable,,310-599-8444,1775 CHESTNUT ST,LONG BEACH,90813,SHIRLEY SUMMERS,CEO,,"BEHAVIORAL HEALTH SERVICES, INC.",ANGELA LEIVA,"BEHAVIORAL HEALTH SERVICES, INC.",,,,,63,63,44,0,0,0,0,"17,767",5,0,0,0,"17,772",0,0,0,0,"1,086",1,0,0,0,"1,087",0,0,20,0,0,43,0,0,"4,785",0,0,"12,987",0,0,830,0,0,257,77.1,77.1,16.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,379,240","28,161,898",0,"4,217,342",500,"4,365,055","-147,213",0,0,0,0,"-147,213","32,379,240",0,0,0,0,0,0,"32,369,765","9,475",0,0,0,"32,379,240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,156,381","5,517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,213,384","3,958",0,0,0,0,0,0,0,0,0,"2,907,994",0,0,0,0,0,0,"837,073","87,098","299,949","232,941","1,917,089","461,827",0,"444,799","419,245","777,164","57,648","21,672","29,320","77,220","159,071","1,538,025",0,"1,490,002",0,0,0,"3,028,027","3,683,132",0,0,"-655,105","3,028,027","932,165","536,790",0,"3,180,740","61,455","3,741,865","2,251,863",0,0,0,0,0,0,"1,070,444",41,9,"77,696","9,746","87,442",0,0,"10,547","5,642","4,268","13,811",0,"12,386","12,817","16,471",0,"1,754","48,193",0,0,0,"16,056","3,016","10,431",0,"53,854",0,0,0,"18,095","3,613","11,880",0,
106190422,TORRANCE MEMORIAL MEDICAL CENTER,07/01/2019,06/30/2020,366,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,931,Non-Profit,General,Comparable,,310-325-9110,3330 LOMITA BOULEVARD,TORRANCE,90505-5073,CRAIG LEACH,CEO/PRESIDENT,TORRANCEMEMORIAL.ORG,"TORRANCE HEALTH ASSOCIATION, INC.",MICHAEL HANSON,TORRANCE MEMORIAL MEDICAL CENTER,,05-0351,HSC30351F,ZZT30351F,596,444,308,"32,680","32,356","3,149","5,397",0,899,"30,319",0,"2,669","107,469","5,935","7,249",706,"1,284",0,237,"8,091",0,621,"24,123",556,0,0,0,40,0,"95,698",0,0,0,"11,771",0,"23,466",0,0,0,657,0,49.3,66.1,4.5,4.1,28,"4,611","2,052","127,820","69,441","4,564","27,249",0,"6,634","180,434",0,"9,323","425,465","80,028","48,952","73,713","204,400",0,19,"873,527","680,498","5,920","8,627","1,691",760,"3,890,133,863","3,385,813,587","136,104,612","640,424,888","58,470,412","680,052,508","18,842,792","13,012,919","8,426,854",0,0,"23,428,857","610,829,657","323,725,469","2,955,578,737","701,218,405","686,667,640","85,730,796","116,252,625",0,"19,936,118","668,072,783",0,"13,937,470","2,291,815,837","389,979,408","336,988,677","15,677,813","66,002,487",0,"16,819,929","752,562,041",0,"20,287,671","1,598,318,026","947,257,981","965,436,155","77,388,079","155,504,141",0,0,"29,559,810","1,145,726,341","7,498,439",0,"32,677,045",0,"24,765,596","75,480,579",0,0,"60,624,033","134,773,793","125,102,049","23,168,700","25,220,032",0,"6,887,487","323,599,209",0,"1,673,618",0,0,0,"7,662,701",0,0,"117,723,250","57,321,361","259,322,512",0,0,"4,702,981",0,"95,670,620","19,443,548","105,694,837","20,173,399","260,148,778","100,867,486","20,863,434","13,882,361","127,657,963","57,182,822","32,823,095","5,932,248","1,523,579","9,380,943","49,789,799","193,635,676","380,158,949","601,114,083","13,571,302","119,038,326",0,"1,307,518,336","494,870,280",0,"266,380,001","546,268,055","1,307,518,336","24,663,215","578,552,723","-505,465,337","557,443,780","89,502,415","682,584,918","81,470,835",0,0,"274,400,001","274,400,001","8,020,000",0,"51,286,603","3,191","1,074","5,937,093","898,903","6,835,996",408,0,"460,939","1,299,359","1,645,834","45,943","435,464","1,036,765","505,771","307,740","105,672","93,606","1,566,686","662,402","1,692,644","52,292","1,083,906","291,098","456,721","131,344","1,799,928","759,609","1,996,005","55,107","1,229,567","332,408","530,261","133,111",
106364451,TOTALLY KIDS REHABILITATION HOSPITAL,01/01/2020,12/31/2020,366,Audited,Incl. Ind. Audit Adj.,San Bernardino,12,1209,Investor,Specialty,Comparable,,909-796-6915,1720 MOUNTAIN VIEW AVENUE,LOMA LINDA,92354,DOUG PADGETT,CEO,WWW.TOTALLYKIDS.COM,"MOUNTAIN VIEW CHILD CARE, INC.",CYNTHIA CAPETILLO,"MOUNTAIN VIEW CHILD CARE, INC.",,05-3038,,,81,81,60,0,0,"19,038","1,165",0,0,651,0,0,"20,854",0,0,119,40,0,0,15,0,0,174,0,0,0,25,56,0,0,0,0,"2,646","18,208",0,0,0,0,112,62,0,70.3,70.3,119.9,23.6,0,0,0,0,0,0,653,0,0,0,0,0,653,0,0,0,653,0,0,0,0,0,0,0,0,"43,560,323","14,186,652",0,"29,373,671",0,"29,316,167","57,504","3,225,000",0,0,0,"3,282,504","39,303,400",0,"4,256,923",0,0,"38,424,019","3,361,783",0,0,"1,583,721",0,0,"43,369,523",0,0,0,"190,800",0,0,0,0,0,"190,800",0,0,"11,920,229","1,588,123",0,0,0,"678,300",0,0,0,0,0,0,0,0,0,0,0,"26,503,790","1,964,460",0,0,"905,421",0,0,0,"461,948",0,0,0,0,"15,936,921",0,"4,288,790",0,0,0,0,"3,176,958","999,229","3,524,277","1,389,992","11,811,836","3,391,443","549,411","1,642,499","2,002,417","4,074,185","246,275","4,350,497","357,242","289,920","600,442","7,570,424",0,"1,272,351",0,"17,863",0,"8,860,638","3,928,273",0,"3,670,495","1,261,870","8,860,638","2,420,965","4,184,623",0,0,"2,824,399","4,888,779","3,616,428",0,"565,866",0,"3,785,495","115,000",0,0,199,115,"412,610","19,749","432,359",23,0,"14,936","89,348","52,392","95,837","91,637","22,035","23,823","3,741",0,"18,861","264,678",0,"73,057",0,"30,730","12,127","32,018",0,"277,747",0,"76,306",0,"32,190","12,612","33,504",0,
106370780,TRI-CITY MEDICAL CENTER,07/01/2019,06/30/2020,366,Audited,Incl. Ind. Audit Adj.,San Diego,14,1414,District,General,Comparable,,706-724-8411,4002 VISTA WAY,OCEANSIDE,92056-4506,STEVE DIETLIN,CEO,TRI-CITYMED.COM,TRI-CITY HOSPITAL DISTRICT,DONNA TALBOT,"THE TALBOT GROUP, LLC",,05-0128,HSC30128F,ZZT30128F,386,320,153,"13,032","9,754","6,696","8,847",0,"7,726","5,026",34,"1,374","52,489","2,457","1,993","1,070","2,235",0,"1,474","1,189",11,470,"10,899",358,18,0,10,0,0,"49,900",0,0,"2,589",0,0,"10,748",0,0,151,0,0,37.2,44.8,4.8,4.8,0,0,0,"75,019","31,855","8,621","26,267",0,"18,630","85,209",710,"5,251","251,562","51,170","103,856","24,219","57,507",0,12,"387,060","670,920","2,437","3,408","1,288",469,"1,405,898,208","1,121,306,634","16,290,405","300,881,979","3,963,057","337,478,997","-32,633,961","25,059,853","4,917,355",0,0,"-12,491,463","184,407,262","210,261,949","1,011,228,997","220,405,986","169,519,392","68,238,606","110,878,924",0,"82,632,291","93,351,263","586,033","22,912,698","768,525,193","155,215,769","124,387,005","30,614,757","102,773,131",0,"52,709,302","154,782,056","2,011,743","14,879,252","637,373,015","300,333,033","251,889,241","68,032,013","185,372,935",0,0,"102,946,654","165,989,774","42,519,732",0,"2,597,774",0,"1,625,478","10,470,806",0,0,"5,819,599","74,135,655","51,483,803","30,937,436","28,203,396",0,"30,176,725","84,382,537",2,"1,562,425",0,0,"1,772,546","1,099,809","11,691,525",0,"57,608,987","61,017,947","116,263,273",0,0,0,"99,351","51,357,684","10,227,795","27,235,754","13,668,206","122,212,308","52,197,247","23,628,072","7,107,039","66,467,614","24,703,399","9,119,359","4,478,259","107,252","4,257,395","23,201,053","107,594,178","417,122","87,396,920","6,421,478","19,277,754","12,289,340","233,396,792","78,557,038",0,"87,244,014","67,595,740","233,396,792","53,642,305","94,110,045","-57,756,844","194,491,557","170,749,777","400,536,541","313,139,621","79,348,549","1,855,016",0,"90,030,521","2,786,507",0,0,"1,655",602,"3,036,504","503,117","3,539,621",499,4,"314,463","708,675","828,894","9,496","329,425","510,224","195,868","42,734","84,110","12,615","804,497","623,217","745,288",0,"494,310","185,546","183,646",0,"940,146","704,414","886,392",0,"572,324","211,485","224,860",0,
106531059,TRINITY HOSPITAL,01/01/2020,12/31/2020,366,Audited,Incl. Ind. Audit Adj.,Trinity,1,207,District,General,Comparable,Rural,530-623-5541,60 EASTER AVE.,WEAVERVILLE,96093,AARON ROGERS,CEO,WWW.MCMEDICAL.ORG,TRINITY HOSPITAL,LINDA CORWIN,"WIPFLI, LLP",,05-1315,,HSP30392H,48,48,38,"1,719",0,45,"3,732",0,220,0,0,372,"6,088",183,0,14,50,0,35,0,0,1,283,25,0,0,0,23,0,"2,138",0,0,0,"3,950",0,275,0,0,0,8,0,34.7,34.7,21.5,7.8,0,0,0,"6,695",0,777,"6,284",0,"5,612",0,0,998,"20,366","3,853","14,030",0,"2,419",0,1,15,"1,809",1,55,0,0,"28,069,800","3,014,170",0,"25,055,630","1,351,484","19,955,944","6,451,170","1,962,156",0,0,0,"8,413,326","9,250,912","8,733,063","10,085,825","6,334,696",0,"195,890","3,179,004",0,"1,115,310",0,0,"194,837","11,019,737","6,326,469",0,"790,130","4,267,708",0,"5,278,727",0,0,"387,029","17,050,063","5,345,143",0,"-314,433","-5,372,395",0,0,"2,525,485",0,"346,948",0,"30,165",0,"453,257",0,0,0,0,"7,132,315",0,"1,268,817","12,690,370",0,"3,772,502",0,0,"191,626",0,0,0,"212,256",0,0,"3,223,206","5,011,032","5,093,165",0,0,0,0,"2,789,690","1,582,853","1,674,404","581,594","9,479,197","2,263,419","1,926,760","1,723,182","2,120,200","1,012,768","599,727","114,905","139,083","1,777","574,926","17,328,802","14,200","4,122,488","2,038,357",0,0,"23,503,847","3,051,276","4,132,638",0,"16,319,933","23,503,847","13,931,459","6,725,338","-5,209,302","8,925,672","3,610,342","12,536,014","8,413,526",0,0,0,0,0,0,0,143,44,"295,876","29,415","325,291",7,0,"29,497","70,773","26,805","13,855","40,023","35,763","33,867","16,802","11,643","16,848","64,793","61,593","58,109",0,"47,562","42,404","21,415",0,"69,359","67,420","64,537",0,"53,319","46,604","24,052",0,
106010776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,07/01/2019,06/30/2020,366,Audited,Incl. Ind. Audit Adj.,Alameda,5,417,Non-Profit,Children,Comparable,,510-428-3000,747 52ND STREET,OAKLAND,94609,MATTHEW COOK,CEO/PRESIDENT,WWW.CHILDRENSHOSPITALOAKLAND.ORG,CHILDREN'S HOSPITAL & RESEARCH CENTER OAKLAND,LAURA CHERRY,"TOYON ASSOCIATES, INC.",1,05-3301,HSC00611F,,223,223,125,47,0,"21,750","9,711",0,"1,127","8,745",11,210,"41,601",10,0,"2,665","2,950",0,157,"1,999",6,107,"7,894",211,0,0,12,0,0,"38,910",0,0,"2,691",0,0,"7,803",0,0,91,0,0,51,51,5.3,5.3,0,0,0,"4,667",0,"54,722","116,638",0,"2,636","77,028",654,"3,438","259,783","37,819","208,538",0,"18,363",0,10,"442,205","370,471","2,876","4,300",0,0,"1,523,785,929","953,260,750",0,"570,525,179","67,630,153","669,334,831","-31,179,499","24,449,559","1,509,218",0,0,"-8,239,158","343,329,865","212,567,416","967,888,648","645,195",0,"411,478,668","180,985,907",0,"19,913,393","205,072,912","367,677","7,178,960","825,642,712","10,045,691",0,"159,755,440","254,519,217",0,"10,523,671","250,098,170","1,811,655","11,389,373","698,143,217","6,229,330",0,"322,790,597","314,320,515","-6,292,458",0,"17,496,431","257,826,913","2,986,553",0,"5,010,326",0,"32,892,543",0,0,0,0,"4,381,139",0,"233,822,074","121,889,771",0,"10,242,980","198,133,074",0,"2,056,141",0,0,0,0,0,0,"126,165,426","85,689,708","176,962,460",0,0,"44,958,814","11,152,610","99,420,676","18,288,146","73,196,760","33,500,231","267,843,323","114,165,209","55,122,799","19,243,996","68,347,978","42,057,985","40,194,827","5,810,723","3,132,848","3,387,376","50,027,767","266,145,945","35,148,882","266,727,865","96,897,826","87,084,456",0,"752,004,974","121,583,244","83,872,466","227,449,480","319,099,784","752,004,974","36,743,451","66,531,678",0,"380,534,403","312,563,174","726,823,680","460,095,815",0,0,"101,980,358","227,986,816","537,336",0,0,"2,089",429,"3,885,069","632,973","4,518,042",768,99,"375,809","1,279,149","770,318","42,454","50,519","648,804","250,038","294,079","28,763","145,136","726,035","587,024","852,404","480,945","820,386","173,667","244,608",0,"843,369","677,049","985,368","533,771","913,195","197,371","367,919",0,
106381154,UCSF MEDICAL CENTER,07/01/2019,06/30/2020,366,Audited,Incl. Ind. Audit Adj.,San Francisco,4,423,Non-Profit,General,Comparable,Teaching,415-476-3001,505 PARNASSUS AVENUE,SAN FRANCISCO,94143,MARK LARET,CEO,WWW.UCSFHEALTH.ORG,REGENTS OF THE UNIVERSITY OF CALIFORNIA,ERIC KELLAR,"TOYON ASSOCIATES, INC.",,05-0454,HSC00454W,ZZR00454W,785,785,637,"60,757","13,577","29,167","45,636","2,033","2,325","75,128",32,419,"229,074","9,308","1,999","3,493","6,633",253,363,"11,436",4,59,"33,548",785,0,0,0,0,0,"229,074",0,0,0,0,0,"33,548",0,0,0,0,0,79.7,79.7,6.8,6.8,26,"5,672","2,450","354,784","71,524","105,628","148,792","5,795","46,913","632,393",363,"24,834","1,391,026","54,078","1,186,839",0,"324,269",0,49,"3,873,903","2,116,234","15,875","19,913","2,216",897,"16,136,049,127","11,997,227,177",0,"4,138,821,950","214,963,942","4,675,062,577","-321,276,685","39,260,522","23,333,693",0,0,"-305,349,856","3,697,941,178","2,178,988,990","10,259,118,959","2,392,095,637","552,959,099","989,108,694","1,863,372,643","88,834,849","58,221,528","3,152,913,620","1,520,980","16,242,259","9,115,269,309","1,994,282,437","350,501,265","336,286,074","913,505,227","44,244,153","92,814,209","3,161,400,103","3,761,952","123,984,398","7,020,779,818","3,737,440,783","748,680,535","975,796,787","2,405,919,567",0,"59,388,984","69,718,431","3,823,213,309","44,010,074",0,"139,267,908","-13,520,915","7,311,714",0,0,0,0,"646,951,408","152,390,763","307,927,364","315,005,830","69,101,783","81,045,645","2,471,346,348",-2,"95,052,811",0,"-12,882,868",0,"37,954,951",0,0,"583,849,373","694,918,879","1,551,931,735",0,0,"1,858,025","5,275,753","484,537,154","90,166,248","1,051,813,143","210,712,267","1,565,155,183","623,742,644","702,468,753","101,720,390","706,859,996","180,216,228","144,292,472","62,801,553","12,844,816","55,570,147","519,390,395","2,069,033,535",0,"1,998,645,419","104,382,886","434,940,056","1,798,046,950","6,405,048,846","844,105,335","5,628,622,626","1,178,344,550","-1,246,023,665","6,405,048,846","1,321,907,998","1,635,116,524","-1,043,702,309","2,707,674,322","985,581,942","3,822,385,982","1,823,740,563",0,0,"1,197,562,382","1,197,562,382","19,217,832",0,"9,762,663","10,280","2,916","19,289,738","3,573,693","22,863,431","2,925",703,"1,843,140","5,647,739","4,696,859","119,923","1,054,359","2,939,617","487,173","1,020,560","193,167","1,287,201","3,967,869","3,829,362","5,286,233","13,770","3,577,482","839,959","1,725,914","49,149","4,656,978","4,365,141","6,313,756","13,987","4,097,282","963,342","2,394,755","58,190",
106341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,07/01/2019,06/30/2020,366,Audited,Incl. Ind. Audit Adj.,Sacramento,2,311,Non-Profit,General,Comparable,Teaching,916-734-9136,2315 STOCKTON BOULEVARD,SACRAMENTO,95817,BRAD SIMMONS,CEO,WWW.UCDMC.UCDAVIS.EDU,REGENTS OF THE UNIVERSITY OF CALIFORNIA,DOROTHY NELSON,UC DAVIS MEDICAL CENTER,1,05-0599,HSC00599W,ZZR00599W,617,617,548,"60,725","8,985","33,676","38,786",45,"6,917","33,122",921,63,"183,240","7,843","1,374","5,079","6,485",4,887,"5,197",174,9,"27,052",598,0,0,19,0,0,"178,103",0,0,"5,137",0,0,"26,711",0,0,341,0,0,81.1,81.1,6.8,6.8,10,"1,418",588,"403,766","46,604","43,381","105,278",255,"24,175","291,509","4,231",32,"919,231","73,182","811,235","12,488","7,418","1,911",33,"3,857,940","3,465,990","10,163","14,389","1,049",542,"9,493,338,475","6,959,695,434","55,971,297","2,589,614,338","118,097,798","2,697,222,193","10,489,943","33,190,088","24,106,424",0,0,"19,573,607","1,677,731,420","1,185,457,141","6,630,149,914","1,858,138,623","316,903,501","876,834,724","1,098,092,881","1,253,885","221,169,699","1,134,375,297","32,293,537","6,255,666","5,545,317,813","1,307,123,787","184,612,906","190,725,415","530,642,796","3,329,961","291,368,139","1,390,228,865","49,799,243","189,550","3,948,020,662","2,564,411,035","414,924,657","674,952,758","1,302,996,263","-46,792,931","3,563,134","445,588,758","1,379,921,825","56,017,383",0,"28,878,503",0,"135,234,049",0,0,0,"55,971,297","545,647,303","77,854,672","402,912,540","325,625,001","1,009,943","60,511,631","1,158,996,427","15,345,710","1,711,111",0,0,0,"27,786,451",0,0,"441,155,279","418,645,761","776,306,654","6,829,730","9,053,364","74,631","37,934,821","471,338,693","62,178,161","407,609,518","66,095,581","908,750,589","758,809,005","100,645,536","33,112,255","427,879,717","187,149,415","94,557,842","51,430,611","9,894,760",0,"124,992,463","1,811,316,000","380,734,000","1,049,487,407","125,349,593","106,563,000",0,"3,473,450,000","779,784,000",0,"657,881,029","2,035,784,971","3,473,450,000","1,346,277,000","353,131,000","-71,511,000","1,449,689,389","556,170,003","2,113,252,407","1,063,765,000",0,0,"681,331,029","681,331,029","23,450,000",0,0,"8,855","2,316","16,485,996","1,992,893","18,478,889","1,174",795,"2,515,317","2,534,474","3,942,339","198,280","614,578","1,399,037","1,295,562","3,925,284","61,125",0,"2,993,375","3,371,312","3,177,104","784,357","3,695,188","634,451","1,828,216","1,993","3,352,517","3,839,194","3,577,450","787,216","4,114,880","711,982","2,093,375","2,275",
